"id","product_code","unit_price","category","stock_sold","sale","salesman_name","customer_name","customer_gender","age","location_customer","location_shop","datetime"
540,"Product XC21",5,"Furniture",23,115,"Oran Eustis","Anet Dunham","Female",19,"6 Walton Street","Peoria",2021-02-27 08:00:00
541,"Product XC56",20,"Furniture",20,400,"Gerek Musterd","Oby Liggett","Male",21,"91659 Rutledge Plaza","Midland",2018-12-13 18:00:00
542,"Product XC27",25,"Furniture",3,75,"Ingelbert Boliver","Clarence Matussevich","Male",17,"65041 Milwaukee Drive","Peoria",2019-05-07 19:00:00
543,"Product XC32",8,"Health",10,80,"Cullin Shorte","Marcia Connikie","Female",53,"347 Tennessee Junction","Baltimore",2020-03-17 19:00:00
544,"Product XC06",20,"Food",15,300,"Gorden Woolis","Christiano Corssen","Male",18,"7 Spaight Crossing","Charleston",2018-02-02 11:30:00
545,"Product XC10",50,"Health",24,1200,"Cullin Shorte","Buddy Graalman","Male",27,"347 Tennessee Junction","Baltimore",2022-07-27 04:00:00
546,"Product XC23",10,"Automotive",19,190,"Ingelbert Boliver","Clarence Matussevich","Male",17,"65041 Milwaukee Drive","Peoria",2021-10-17 12:30:00
547,"Product XC08",30,"Electronics",15,450,"Gerek Musterd","Pernell Laydel","Male",46,"04 Holy Cross Road","Midland",2020-02-16 19:30:00
548,"Product XC18",30,"Fashion",9,270,"Theressa Orbine","Jamil Platfoot","Male",51,"12 Buhler Street","El Paso",2019-09-02 07:30:00
549,"Product XC05",15,"Toys",25,375,"Oran Eustis","Phillie Bolzen","Female",39,"1136 Bunker Hill Hill","Peoria",2018-08-31 15:00:00
550,"Product XC24",12,"Beauty",17,204,"Boyce Krikorian","Dimitry Joselovitch","Male",23,"0204 Chive Road","Charleston",2019-10-31 13:00:00
551,"Product XC05",15,"Beauty",12,180,"Gerek Musterd","Giovanni Gebby","Male",48,"651 Mariners Cove Place","Midland",2022-02-13 21:30:00
552,"Product XC03",10,"Electronics",10,100,"Antonetta Tindall","Marcia Connikie","Female",53,"347 Tennessee Junction","Baltimore",2020-04-19 05:30:00
553,"Product XC51",5,"Furniture",4,20,"Nanine Sandercock","Oby Liggett","Male",21,"91659 Rutledge Plaza","Midland",2018-04-24 02:00:00
554,"Product XC74",12,"Automotive",19,228,"Nanine Sandercock","Pernell Laydel","Male",46,"04 Holy Cross Road","Midland",2022-09-05 16:30:00
555,"Product XC50",50,"Furniture",3,150,"Em Oxtaby","Papagena Arnaud","Female",19,"9981 Stoughton Way","El Paso",2018-11-27 12:00:00
556,"Product XC20",50,"Health",15,750,"Emlynne Filipson","Gifford Theakston","Male",30,"597 Miller Way","Midland",2019-07-28 23:30:00
557,"Product XC26",20,"Food",10,200,"Emlynne Filipson","Sydney Axelbee","Male",20,"58688 Atwood Circle","Midland",2021-06-13 21:30:00
558,"Product XC04",12,"Fashion",4,48,"Bank Chataignier","Stormie Mattedi","Female",33,"0204 Chive Road","Charleston",2021-05-07 10:00:00
559,"Product XC23",10,"Health",7,70,"Emlynne Filipson","Jacquetta Ibbitt","Female",42,"04 Holy Cross Road","Midland",2020-09-09 05:00:00
560,"Product XC03",10,"Automotive",6,60,"Emlynne Filipson","Gifford Theakston","Male",30,"597 Miller Way","Midland",2021-11-23 13:00:00
561,"Product XC17",25,"Food",10,250,"Ingelbert Boliver","Ring Gerb","Male",39,"703 Harbort Terrace","Peoria",2018-10-18 13:30:00
562,"Product XC29",40,"Toys",18,720,"Ingelbert Boliver","Ring Gerb","Male",39,"703 Harbort Terrace","Peoria",2021-01-07 18:00:00
563,"Product XC11",5,"Beauty",18,90,"Gorden Woolis","Leisha Patis","Female",51,"6315 Hoard Court","Charleston",2022-10-09 04:00:00
564,NA,NA,NA,NA,NA,"Kellina Sayward",NA,NA,NA,"52436 Jenifer Court","Boise",2018-05-03 16:30:00
565,"Product XC25",15,"Health",16,240,"Oran Eustis","Anet Dunham","Female",19,"6 Walton Street","Peoria",2021-09-12 10:30:00
566,"Product XC30",50,"Toys",20,1000,"Em Oxtaby","Maxi Fendlow","Female",48,"15917 Fremont Crossing","El Paso",2018-01-05 18:30:00
567,"Product XC56",20,"Health",18,360,"Antonetta Tindall","Murial Baudinelli","Female",31,"69139 Dahle Drive","Baltimore",2018-01-07 22:00:00
568,"Product XC40",50,"Automotive",23,1150,"Goddard Twiddy","Abigael Anglish","Female",29,"8064 Menomonie Alley","Peoria",2018-03-01 11:00:00
569,"Product XC67",25,"Electronics",5,125,"Antonetta Tindall","Marcia Connikie","Female",53,"347 Tennessee Junction","Baltimore",2021-03-17 17:30:00
570,"Product XC11",5,"Beauty",12,60,"Oran Eustis","Anet Dunham","Female",19,"6 Walton Street","Peoria",2019-08-29 16:30:00
571,"Product XC64",12,"Health",10,120,"Bank Chataignier","Stormie Mattedi","Female",33,"0204 Chive Road","Charleston",2018-08-02 19:00:00
572,"Product XC57",25,"Fashion",25,625,"Goddard Twiddy","Anet Dunham","Female",19,"6 Walton Street","Peoria",2018-08-12 23:00:00
573,"Product XC68",30,"Electronics",23,690,"Theressa Orbine","Tani Clyma","Female",52,"117 Farmco Drive","El Paso",2019-08-09 19:30:00
574,"Product XC04",12,"Automotive",21,252,"Marlowe Cheshir","Reginauld Doxsey","Male",53,"3 Randy Plaza","Boise",2021-08-18 07:00:00
575,"Product XC23",10,"Furniture",14,140,"Emlynne Filipson","Lenore Wakes","Female",39,"91659 Rutledge Plaza","Midland",2022-05-30 23:00:00
576,"Product XC54",12,"Electronics",6,72,"Marlowe Cheshir","Wileen Everson","Female",20,"24288 Larry Alley","Boise",2020-05-06 17:00:00
577,"Product XC67",25,"Fashion",5,125,"Bank Chataignier","Nate Swannick","Male",45,"69745 Butternut Plaza","Charleston",2020-01-31 08:00:00
578,"Product XC47",25,"Automotive",7,175,"Em Oxtaby","Jamil Platfoot","Male",51,"12 Buhler Street","El Paso",2020-10-18 02:30:00
579,"Product XC09",40,"Automotive",14,560,"Cullin Shorte","Zaria Staddart","Female",54,"9259 Clemons Plaza","Baltimore",2018-03-10 02:00:00
580,"Product XC76",20,"Fashion",10,200,"Antonetta Tindall","Randi Leighton","Male",37,"69139 Dahle Drive","Baltimore",2021-06-11 23:00:00
581,NA,NA,NA,NA,NA,"Mireille Stott",NA,NA,NA,"52436 Jenifer Court","Boise",2019-10-17 06:00:00
582,"Product XC60",50,"Automotive",23,1150,"Theressa Orbine","Tani Clyma","Female",52,"117 Farmco Drive","El Paso",2019-10-09 14:00:00
583,"Product XC74",12,"Beauty",7,84,"Gerek Musterd","Evangeline De Robertis","Female",35,"597 Miller Way","Midland",2022-04-03 20:00:00
584,"Product XC61",5,"Automotive",24,120,"Gorden Woolis","Guy Pittford","Male",29,"69745 Butternut Plaza","Charleston",2019-11-26 03:00:00
585,"Product XC03",10,"Food",11,110,"Ingelbert Boliver","Susan Sterry","Female",26,"703 Harbort Terrace","Peoria",2021-06-03 20:30:00
586,"Product XC51",5,"Beauty",7,35,"Gorden Woolis","Eugene Darree","Male",28,"52543 Mallard Place","Charleston",2022-07-30 14:00:00
587,"Product XC02",8,"Beauty",5,40,"Antonetta Tindall","Elston Kubal","Male",40,"347 Tennessee Junction","Baltimore",2018-08-10 14:30:00
588,"Product XC26",20,"Electronics",20,400,"Emlynne Filipson","Pernell Laydel","Male",46,"04 Holy Cross Road","Midland",2021-11-29 03:00:00
589,"Product XC04",12,"Beauty",4,48,"Oran Eustis","Jerrome Trownson","Male",58,"703 Harbort Terrace","Peoria",2019-02-14 09:30:00
590,"Product XC35",15,"Health",15,225,"Gerek Musterd","Eddie Moretto","Male",44,"38525 Dorton Alley","Midland",2022-12-07 21:30:00
591,"Product XC04",12,"Beauty",11,132,"Chris Andreone","Jamil Platfoot","Male",51,"12 Buhler Street","El Paso",2020-02-20 19:30:00
592,"Product XC48",30,"Furniture",12,360,"Kellina Sayward","Bridgette Sleney","Female",54,"24288 Larry Alley","Boise",2019-05-30 02:30:00
593,"Product XC12",8,"Furniture",7,56,"Em Oxtaby","Jaymee Goghin","Female",54,"87 Farragut Parkway","El Paso",2018-04-26 08:30:00
594,"Product XC52",8,"Fashion",20,160,"Theressa Orbine","Rhoda Kimbell","Female",30,"87 Farragut Parkway","El Paso",2021-04-25 10:30:00
595,"Product XC64",12,"Beauty",10,120,"Em Oxtaby","Galen Evelyn","Male",35,"117 Farmco Drive","El Paso",2018-02-20 17:30:00
596,"Product XC20",50,"Health",18,900,"Bank Chataignier","Vaughn Gages","Male",41,"3016 Oak Valley Alley","Charleston",2020-09-05 12:30:00
597,"Product XC80",50,"Health",22,1100,"Boyce Krikorian","Leisha Patis","Female",51,"6315 Hoard Court","Charleston",2020-09-16 21:30:00
598,"Product XC18",30,"Health",20,600,"Kellina Sayward","Kristofor Chanders","Male",20,"627 Surrey Way","Boise",2021-02-20 01:30:00
599,"Product XC71",5,"Food",22,110,"Jeannette Willavoys","Lind Dance","Male",17,"42302 Erie Point","Baltimore",2021-12-24 23:30:00
600,"Product XC01",5,"Beauty",24,120,"Marlowe Cheshir","Dael Giraudy","Female",54,"7 Welch Pass","Boise",2018-05-12 20:00:00
601,"Product XC04",12,"Beauty",18,216,"Chris Andreone","Waneta Beri","Female",64,"601 Gina Trail","El Paso",2020-10-17 08:00:00
602,"Product XC14",12,"Fashion",16,192,"Em Oxtaby","Tonnie Derisly","Male",57,"117 Farmco Drive","El Paso",2022-02-02 23:00:00
603,"Product XC11",5,"Food",25,125,"Jeannette Willavoys","Jimmie McNulty","Male",52,"18048 Sommers Alley","Baltimore",2018-01-24 16:30:00
604,"Product XC28",30,"Beauty",10,300,"Bank Chataignier","Pasquale Gauden","Male",25,"0204 Chive Road","Charleston",2020-09-18 17:00:00
605,"Product XC57",25,"Food",9,225,"Gerek Musterd","Kristan Yablsley","Female",20,"651 Mariners Cove Place","Midland",2022-01-28 17:00:00
606,"Product XC01",5,"Toys",8,40,"Antonetta Tindall","Rosaline Breagan","Female",21,"18048 Sommers Alley","Baltimore",2022-11-01 20:00:00
607,"Product XC01",5,"Automotive",17,85,"Goddard Twiddy","Georgianna Spooner","Female",39,"1136 Bunker Hill Hill","Peoria",2019-07-13 01:30:00
608,"Product XC59",40,"Furniture",23,920,"Chris Andreone","Papagena Arnaud","Female",19,"9981 Stoughton Way","El Paso",2021-06-22 05:30:00
609,"Product XC26",20,"Health",17,340,"Emlynne Filipson","Sydney Axelbee","Male",20,"58688 Atwood Circle","Midland",2019-11-20 17:30:00
610,NA,NA,NA,NA,NA,"Mireille Stott",NA,NA,NA,"52436 Jenifer Court","Boise",2018-11-12 18:00:00
611,"Product XC71",5,"Furniture",16,80,"Em Oxtaby","Waneta Beri","Female",64,"601 Gina Trail","El Paso",2019-04-24 02:00:00
612,"Product XC65",15,"Toys",20,300,"Kellina Sayward","Waite Olford","Male",29,"24288 Larry Alley","Boise",2021-11-17 10:30:00
613,"Product XC26",20,"Toys",24,480,"Cullin Shorte","Lind Dance","Male",17,"42302 Erie Point","Baltimore",2019-04-26 01:30:00
614,"Product XC20",50,"Fashion",19,950,"Chris Andreone","Jamil Platfoot","Male",51,"12 Buhler Street","El Paso",2022-06-11 08:30:00
615,"Product XC62",8,"Health",18,144,"Bank Chataignier","Audie Salliere","Female",58,"52543 Mallard Place","Charleston",2019-04-17 03:00:00
616,"Product XC20",50,"Toys",11,550,"Kellina Sayward","Waite Olford","Male",29,"24288 Larry Alley","Boise",2019-06-19 06:30:00
617,"Product XC25",15,"Toys",10,150,"Cullin Shorte","Kristyn Anthes","Female",34,"42302 Erie Point","Baltimore",2021-03-04 06:30:00
618,"Product XC56",20,"Fashion",14,280,"Chris Andreone","Waneta Beri","Female",64,"601 Gina Trail","El Paso",2020-12-02 20:30:00
619,"Product XC65",15,"Automotive",17,255,"Bank Chataignier","Burnard Lytell","Male",60,"69745 Butternut Plaza","Charleston",2021-02-17 17:00:00
620,"Product XC47",25,"Electronics",23,575,"Nanine Sandercock","Fiorenze Barks","Female",33,"04 Holy Cross Road","Midland",2021-04-22 16:30:00
621,"Product XC71",5,"Beauty",11,55,"Chris Andreone","Wendel Brunel","Male",35,"15917 Fremont Crossing","El Paso",2020-07-24 15:30:00
622,"Product XC12",8,"Automotive",9,72,"Nanine Sandercock","Ailis Brabham","Female",34,"38525 Dorton Alley","Midland",2020-09-19 04:30:00
623,NA,NA,NA,NA,NA,"Kellina Sayward",NA,NA,NA,"52436 Jenifer Court","Boise",2021-08-21 05:30:00
624,"Product XC01",5,"Electronics",16,80,"Theressa Orbine","Waneta Beri","Female",64,"601 Gina Trail","El Paso",2019-03-01 16:00:00
625,"Product XC59",40,"Furniture",17,680,"Jeannette Willavoys","Bernarr Rann","Male",42,"4883 Armistice Terrace","Baltimore",2019-11-21 20:30:00
626,"Product XC53",10,"Toys",15,150,"Nanine Sandercock","Ailis Brabham","Female",34,"38525 Dorton Alley","Midland",2022-01-12 05:30:00
627,"Product XC47",25,"Fashion",4,100,"Boyce Krikorian","Wyn Garmey","Male",44,"69745 Butternut Plaza","Charleston",2022-11-01 18:30:00
628,"Product XC42",8,"Health",14,112,"Theressa Orbine","Waneta Beri","Female",64,"601 Gina Trail","El Paso",2022-01-17 14:30:00
629,"Product XC54",12,"Health",6,72,"Gerek Musterd","Fairlie Perocci","Male",35,"651 Mariners Cove Place","Midland",2019-07-21 17:30:00
630,"Product XC04",12,"Beauty",25,300,"Cullin Shorte","Elston Kubal","Male",40,"347 Tennessee Junction","Baltimore",2018-03-25 12:30:00
631,"Product XC58",30,"Electronics",10,300,"Goddard Twiddy","Clarence Matussevich","Male",17,"65041 Milwaukee Drive","Peoria",2021-05-02 06:00:00
632,"Product XC19",40,"Fashion",5,200,"Gorden Woolis","Burnard Lytell","Male",60,"69745 Butternut Plaza","Charleston",2019-09-12 15:00:00
633,"Product XC58",30,"Toys",23,690,"Theressa Orbine","Waneta Beri","Female",64,"601 Gina Trail","El Paso",2021-06-13 10:00:00
634,"Product XC63",10,"Automotive",16,160,"Marlowe Cheshir","Reginauld Doxsey","Male",53,"3 Randy Plaza","Boise",2018-06-14 20:00:00
635,NA,NA,NA,NA,NA,"Mireille Stott",NA,NA,NA,"65 Helena Way","Boise",2019-02-08 11:00:00
636,"Product XC07",25,"Fashion",16,400,"Theressa Orbine","Waneta Beri","Female",64,"601 Gina Trail","El Paso",2021-03-21 06:30:00
637,"Product XC02",8,"Automotive",16,128,"Boyce Krikorian","Florri Gonnin","Female",57,"7 Spaight Crossing","Charleston",2021-07-27 19:30:00
638,"Product XC79",40,"Health",11,440,"Cullin Shorte","Kendra Cullinan","Female",56,"9259 Clemons Plaza","Baltimore",2019-05-20 04:00:00
639,"Product XC40",50,"Toys",23,1150,"Boyce Krikorian","Florri Gonnin","Female",57,"7 Spaight Crossing","Charleston",2018-12-02 00:30:00
640,"Product XC70",50,"Health",4,200,"Emlynne Filipson","Gifford Theakston","Male",30,"597 Miller Way","Midland",2022-05-07 02:00:00
641,"Product XC50",50,"Beauty",17,850,"Oran Eustis","Abigael Anglish","Female",29,"8064 Menomonie Alley","Peoria",2022-07-28 01:30:00
642,"Product XC03",10,"Food",22,220,"Goddard Twiddy","Lilith Sallery","Female",23,"1136 Bunker Hill Hill","Peoria",2022-01-17 11:30:00
643,NA,NA,NA,NA,NA,"Marlowe Cheshir",NA,NA,NA,"52436 Jenifer Court","Boise",2019-05-21 14:00:00
644,"Product XC69",40,"Automotive",9,360,"Nanine Sandercock","Ashlen Upstell","Female",47,"38525 Dorton Alley","Midland",2019-01-08 04:00:00
645,"Product XC03",10,"Toys",25,250,"Nanine Sandercock","Lenore Wakes","Female",39,"91659 Rutledge Plaza","Midland",2018-01-26 10:00:00
646,"Product XC62",8,"Toys",18,144,"Nanine Sandercock","Eddie Moretto","Male",44,"38525 Dorton Alley","Midland",2019-12-11 05:30:00
647,"Product XC27",25,"Health",10,250,"Jeannette Willavoys","Kristyn Anthes","Female",34,"42302 Erie Point","Baltimore",2022-01-22 22:00:00
648,"Product XC13",10,"Furniture",3,30,"Cullin Shorte","Kendra Cullinan","Female",56,"9259 Clemons Plaza","Baltimore",2019-03-19 01:00:00
649,"Product XC26",20,"Food",13,260,"Antonetta Tindall","Sherwin Lavelle","Male",55,"42302 Erie Point","Baltimore",2019-04-03 01:30:00
650,"Product XC58",30,"Furniture",5,150,"Gerek Musterd","Lonnie Henriksson","Female",56,"58688 Atwood Circle","Midland",2019-05-29 10:30:00
651,"Product XC28",30,"Furniture",9,270,"Boyce Krikorian","Leisha Patis","Female",51,"6315 Hoard Court","Charleston",2021-04-18 01:00:00
652,"Product XC74",12,"Electronics",23,276,"Emlynne Filipson","Evangeline De Robertis","Female",35,"597 Miller Way","Midland",2020-06-06 11:30:00
653,"Product XC45",15,"Beauty",3,45,"Gerek Musterd","Evangeline De Robertis","Female",35,"597 Miller Way","Midland",2021-09-12 15:30:00
654,"Product XC35",15,"Beauty",4,60,"Nanine Sandercock","Phillis Kores","Female",39,"651 Mariners Cove Place","Midland",2018-09-02 14:30:00
655,"Product XC10",50,"Electronics",11,550,"Jeannette Willavoys","Zaria Staddart","Female",54,"9259 Clemons Plaza","Baltimore",2018-07-24 04:30:00
656,"Product XC77",25,"Furniture",3,75,"Oran Eustis","Anet Dunham","Female",19,"6 Walton Street","Peoria",2018-01-16 22:00:00
657,"Product XC31",5,"Furniture",22,110,"Kellina Sayward","Waite Olford","Male",29,"24288 Larry Alley","Boise",2021-02-09 10:00:00
658,"Product XC21",5,"Automotive",25,125,"Theressa Orbine","Rhoda Kimbell","Female",30,"87 Farragut Parkway","El Paso",2020-08-17 19:30:00
659,"Product XC77",25,"Toys",25,625,"Mireille Stott","Reginauld Doxsey","Male",53,"3 Randy Plaza","Boise",2022-07-17 03:00:00
660,"Product XC34",12,"Electronics",8,96,"Oran Eustis","Lilith Sallery","Female",23,"1136 Bunker Hill Hill","Peoria",2020-11-08 06:00:00
661,"Product XC37",25,"Beauty",22,550,"Ingelbert Boliver","Lois Skillings","Female",32,"703 Harbort Terrace","Peoria",2018-10-21 08:00:00
662,"Product XC06",20,"Furniture",19,380,"Theressa Orbine","Papagena Arnaud","Female",19,"9981 Stoughton Way","El Paso",2018-12-09 20:30:00
663,"Product XC05",15,"Fashion",25,375,"Oran Eustis","Clarence Matussevich","Male",17,"65041 Milwaukee Drive","Peoria",2021-02-07 16:30:00
664,"Product XC24",12,"Automotive",9,108,"Nanine Sandercock","Fairlie Perocci","Male",35,"651 Mariners Cove Place","Midland",2019-10-12 07:30:00
665,"Product XC74",12,"Health",10,120,"Antonetta Tindall","Bernarr Rann","Male",42,"4883 Armistice Terrace","Baltimore",2020-11-05 01:30:00
666,"Product XC68",30,"Health",19,570,"Mireille Stott","Bridgette Sleney","Female",54,"24288 Larry Alley","Boise",2021-02-12 03:00:00
667,"Product XC50",50,"Food",12,600,"Emlynne Filipson","Jacquetta Ibbitt","Female",42,"04 Holy Cross Road","Midland",2022-12-28 01:00:00
668,"Product XC48",30,"Food",18,540,"Kellina Sayward","Agneta McFetridge","Female",52,"24288 Larry Alley","Boise",2020-10-29 03:00:00
669,"Product XC29",40,"Beauty",20,800,"Marlowe Cheshir","Dael Giraudy","Female",54,"7 Welch Pass","Boise",2018-06-11 09:00:00
670,"Product XC25",15,"Furniture",25,375,"Theressa Orbine","Papagena Arnaud","Female",19,"9981 Stoughton Way","El Paso",2021-01-18 03:00:00
671,"Product XC79",40,"Automotive",17,680,"Nanine Sandercock","Lonnie Henriksson","Female",56,"58688 Atwood Circle","Midland",2022-08-04 03:30:00
672,"Product XC08",30,"Toys",21,630,"Goddard Twiddy","Lilith Sallery","Female",23,"1136 Bunker Hill Hill","Peoria",2018-02-22 13:30:00
673,"Product XC65",15,"Furniture",16,240,"Bank Chataignier","Christiano Corssen","Male",18,"7 Spaight Crossing","Charleston",2019-06-01 08:30:00
674,"Product XC29",40,"Health",14,560,"Emlynne Filipson","Charis Edney","Female",56,"651 Mariners Cove Place","Midland",2022-06-15 12:30:00
675,"Product XC53",10,"Furniture",15,150,"Bank Chataignier","Eugene Darree","Male",28,"52543 Mallard Place","Charleston",2022-02-02 13:30:00
676,"Product XC45",15,"Food",25,375,"Goddard Twiddy","Boycey Ocurran","Male",23,"8064 Menomonie Alley","Peoria",2018-01-21 15:30:00
677,"Product XC70",50,"Food",20,1000,"Nanine Sandercock","Fiorenze Barks","Female",33,"04 Holy Cross Road","Midland",2021-01-20 00:00:00
678,"Product XC03",10,"Food",25,250,"Mireille Stott","Dael Giraudy","Female",54,"7 Welch Pass","Boise",2020-09-21 21:00:00
679,"Product XC59",40,"Food",4,160,"Nanine Sandercock","Kristan Yablsley","Female",20,"651 Mariners Cove Place","Midland",2022-06-20 23:00:00
680,"Product XC72",8,"Toys",7,56,"Boyce Krikorian","Stormie Mattedi","Female",33,"0204 Chive Road","Charleston",2021-11-08 07:30:00
681,"Product XC69",40,"Health",24,960,"Antonetta Tindall","Lind Dance","Male",17,"42302 Erie Point","Baltimore",2019-07-20 03:00:00
682,"Product XC65",15,"Beauty",8,120,"Cullin Shorte","Elston Kubal","Male",40,"347 Tennessee Junction","Baltimore",2020-03-21 09:00:00
683,"Product XC28",30,"Beauty",8,240,"Kellina Sayward","Dael Giraudy","Female",54,"7 Welch Pass","Boise",2020-05-04 03:30:00
684,"Product XC04",12,"Toys",7,84,"Goddard Twiddy","Ginny Langdale","Female",31,"1136 Bunker Hill Hill","Peoria",2021-12-29 04:30:00
685,"Product XC08",30,"Electronics",19,570,"Gerek Musterd","Pernell Laydel","Male",46,"04 Holy Cross Road","Midland",2022-03-14 08:00:00
686,"Product XC29",40,"Health",15,600,"Cullin Shorte","Randi Leighton","Male",37,"69139 Dahle Drive","Baltimore",2021-04-17 09:30:00
687,"Product XC78",30,"Food",12,360,"Em Oxtaby","Jamil Platfoot","Male",51,"12 Buhler Street","El Paso",2019-02-08 19:30:00
688,"Product XC36",20,"Beauty",6,120,"Theressa Orbine","Gratiana Bonifazio","Female",53,"117 Farmco Drive","El Paso",2020-05-01 20:30:00
689,"Product XC57",25,"Food",13,325,"Goddard Twiddy","Arnold Matteucci","Male",25,"0454 Grover Parkway","Peoria",2018-12-06 00:00:00
690,"Product XC41",5,"Food",19,95,"Jeannette Willavoys","Elston Kubal","Male",40,"347 Tennessee Junction","Baltimore",2018-09-17 16:30:00
691,"Product XC04",12,"Health",8,96,"Jeannette Willavoys","Jimmie McNulty","Male",52,"18048 Sommers Alley","Baltimore",2018-04-11 04:30:00
692,"Product XC26",20,"Toys",13,260,"Nanine Sandercock","Lonnie Henriksson","Female",56,"58688 Atwood Circle","Midland",2020-07-04 07:30:00
693,"Product XC71",5,"Health",22,110,"Marlowe Cheshir","Dael Giraudy","Female",54,"7 Welch Pass","Boise",2019-03-19 21:30:00
694,"Product XC34",12,"Automotive",15,180,"Kellina Sayward","Dael Giraudy","Female",54,"7 Welch Pass","Boise",2022-03-18 14:30:00
695,"Product XC45",15,"Health",24,360,"Boyce Krikorian","Nate Swannick","Male",45,"69745 Butternut Plaza","Charleston",2022-04-05 03:30:00
696,"Product XC17",25,"Electronics",10,250,"Em Oxtaby","Rhoda Kimbell","Female",30,"87 Farragut Parkway","El Paso",2019-04-09 10:00:00
697,"Product XC05",15,"Toys",3,45,"Emlynne Filipson","Sydney Axelbee","Male",20,"58688 Atwood Circle","Midland",2019-12-26 22:30:00
698,"Product XC19",40,"Fashion",18,720,"Emlynne Filipson","Oby Liggett","Male",21,"91659 Rutledge Plaza","Midland",2020-07-16 02:30:00
699,"Product XC65",15,"Automotive",11,165,"Emlynne Filipson","Gifford Theakston","Male",30,"597 Miller Way","Midland",2020-06-03 06:00:00
700,"Product XC06",20,"Food",18,360,"Nanine Sandercock","Lonnie Henriksson","Female",56,"58688 Atwood Circle","Midland",2022-11-05 00:00:00
701,"Product XC69",40,"Health",18,720,"Gerek Musterd","Fairlie Perocci","Male",35,"651 Mariners Cove Place","Midland",2022-01-02 23:00:00
702,"Product XC52",8,"Toys",18,144,"Cullin Shorte","Bernarr Rann","Male",42,"4883 Armistice Terrace","Baltimore",2019-07-10 20:00:00
703,"Product XC26",20,"Beauty",15,300,"Boyce Krikorian","Audie Salliere","Female",58,"52543 Mallard Place","Charleston",2019-03-29 08:00:00
704,"Product XC35",15,"Health",12,180,"Em Oxtaby","Waneta Beri","Female",64,"601 Gina Trail","El Paso",2018-06-22 04:00:00
705,"Product XC69",40,"Beauty",14,560,"Chris Andreone","Jaymee Goghin","Female",54,"87 Farragut Parkway","El Paso",2018-09-22 15:00:00
706,"Product XC54",12,"Beauty",6,72,"Mireille Stott","Reginauld Doxsey","Male",53,"3 Randy Plaza","Boise",2019-03-09 03:00:00
707,"Product XC70",50,"Health",16,800,"Oran Eustis","Anet Dunham","Female",19,"6 Walton Street","Peoria",2022-08-12 22:30:00
708,"Product XC53",10,"Food",15,150,"Boyce Krikorian","Wyn Garmey","Male",44,"69745 Butternut Plaza","Charleston",2020-07-08 00:00:00
709,"Product XC23",10,"Furniture",22,220,"Theressa Orbine","Waneta Beri","Female",64,"601 Gina Trail","El Paso",2021-10-14 19:00:00
710,"Product XC59",40,"Fashion",24,960,"Nanine Sandercock","Phillis Kores","Female",39,"651 Mariners Cove Place","Midland",2019-11-14 04:30:00
711,"Product XC42",8,"Toys",9,72,"Em Oxtaby","Jamil Platfoot","Male",51,"12 Buhler Street","El Paso",2020-12-17 16:00:00
712,"Product XC29",40,"Electronics",18,720,"Theressa Orbine","Papagena Arnaud","Female",19,"9981 Stoughton Way","El Paso",2021-10-06 11:00:00
713,"Product XC42",8,"Fashion",9,72,"Bank Chataignier","Dimitry Joselovitch","Male",23,"0204 Chive Road","Charleston",2018-02-04 21:30:00
714,"Product XC39",40,"Toys",7,280,"Nanine Sandercock","Lenore Wakes","Female",39,"91659 Rutledge Plaza","Midland",2021-01-15 15:30:00
715,"Product XC32",8,"Toys",9,72,"Bank Chataignier","Maren Dickie","Female",49,"7 Spaight Crossing","Charleston",2019-08-06 12:30:00
716,"Product XC68",30,"Furniture",3,90,"Emlynne Filipson","Fairlie Perocci","Male",35,"651 Mariners Cove Place","Midland",2019-09-16 23:00:00
717,"Product XC76",20,"Health",14,280,"Emlynne Filipson","Lonnie Henriksson","Female",56,"58688 Atwood Circle","Midland",2020-05-02 22:00:00
718,"Product XC47",25,"Automotive",7,175,"Em Oxtaby","Jaymee Goghin","Female",54,"87 Farragut Parkway","El Paso",2020-09-21 18:00:00
719,"Product XC48",30,"Electronics",6,180,"Nanine Sandercock","Sydney Axelbee","Male",20,"58688 Atwood Circle","Midland",2022-09-05 05:30:00
720,"Product XC53",10,"Beauty",10,100,"Emlynne Filipson","Lenore Wakes","Female",39,"91659 Rutledge Plaza","Midland",2018-10-07 09:00:00
721,"Product XC48",30,"Health",22,660,"Theressa Orbine","Papagena Arnaud","Female",19,"9981 Stoughton Way","El Paso",2020-06-07 15:00:00
722,"Product XC45",15,"Toys",7,105,"Mireille Stott","Wileen Everson","Female",20,"24288 Larry Alley","Boise",2018-05-29 02:00:00
723,"Product XC56",20,"Beauty",12,240,"Ingelbert Boliver","Clarence Matussevich","Male",17,"65041 Milwaukee Drive","Peoria",2021-05-03 12:00:00
724,"Product XC03",10,"Toys",11,110,"Marlowe Cheshir","Bridgette Sleney","Female",54,"24288 Larry Alley","Boise",2020-04-29 22:30:00
725,"Product XC40",50,"Automotive",25,1250,"Mireille Stott","Waite Olford","Male",29,"24288 Larry Alley","Boise",2019-10-20 16:30:00
726,NA,NA,NA,NA,NA,"Kellina Sayward",NA,NA,NA,"65 Helena Way","Boise",2022-04-03 06:00:00
727,"Product XC66",20,"Beauty",19,380,"Goddard Twiddy","Clarence Matussevich","Male",17,"65041 Milwaukee Drive","Peoria",2018-10-19 20:00:00
